author_id,author_name,movement_type,prev_year,prev_countries,prev_publication_id,curr_year,curr_countries,curr_publication_id
A5079948743,Aline Tavares Gomes,Brazilian to Foreign,2021,"BR, EC",W3213970404,2021,PT,W3167292241
A5087186391,Luís Augusto Silva,Brazilian to Foreign,2020,BR,W3042483700,2020,ES,W3042483700
A5087186391,Luís Augusto Silva,Foreign to Brazilian,2021,ES,W3156997550,2021,"BR, ES",W3155370576
A5087186391,Luís Augusto Silva,Brazilian to Foreign,2021,"BR, ES",W3155370576,2021,ES,W3179131044
A5053630715,Felipe Leno da Silva,Brazilian to Foreign,2018,BR,W2886885155,2018,US,W2904106049
A5053630715,Felipe Leno da Silva,Foreign to Brazilian,2018,US,W2904106049,2018,BR,W2813428123
A5084549363,Guilherme Medeiros Machado,Brazilian to Foreign,2019,"BR, US",W2989835371,2020,FR,W3092495543
A5084549363,Guilherme Medeiros Machado,Foreign to Brazilian,2021,FR,W3175980683,2021,BR,W3119898337
A5025621521,Yoshiharu Kohayakawa,Foreign to Brazilian,2016,US,W2963582026,2017,BR,W2743038146
A5073934191,Hébert Elías Lobo Sosa,Foreign to Brazilian,2019,US,W2943860303,2021,"BR, VE",W3174761072
A5016303637,Rodrigo José Pisani,Foreign to Brazilian,2015,CA,W2017118179,2016,BR,W2404437614
A5107884301,Renato Ribeiro,Foreign to Brazilian,2018,US,W2885162947,2021,"BR, US",W4231829875
A5088534719,Caroline Martins da Silva Moia,Foreign to Brazilian,2020,UA,W3002571014,2021,BR,W3165089646
A5071790116,Alano Pinto,Brazilian to Foreign,2019,BR,W2993629656,2020,MX,W3022546586
A5071790116,Alano Pinto,Foreign to Brazilian,2020,MX,W3022546586,2021,BR,W3164928247
A5091188925,Walkiria Shimoya-Bittencourt,Foreign to Brazilian,2018,CD,W2905767920,2021,BR,W3161294877
A5054791125,Raúl Prada Núñez,Foreign to Brazilian,2018,CO,W2893837638,2021,"BR, CO",W4212793758
A5078021208,Kate Revoredo,Brazilian to Foreign,2020,BR,W3001394099,2021,AT,W3162039448
A5075202398,Lucas N. Egidio,Brazilian to Foreign,2019,BR,W3092304592,2021,BE,W3138594194
A5026679437,Maurı́cio L. Pilla,Brazilian to Foreign,2020,BR,W3082021462,2021,US,W3135195864
A5026679437,Maurı́cio L. Pilla,Foreign to Brazilian,2021,US,W3135195864,2021,BR,W3189908530
A5034688618,Irineu Lopes de Alcântara Júnior,Brazilian to Foreign,2021,BR,W3129298483,2021,EC,W3170938335
A5048183639,Marcos Ulisses Cavalheiro,Brazilian to Foreign,2018,BR,W3132358852,2021,ES,W3172872671
A5062253782,Geysa Santos Góis Lopes,Brazilian to Foreign,2020,BR,W3005152218,2021,MX,W3166171773
A5034777599,Fernando Antônio Asevêdo Nóbrega,Brazilian to Foreign,2015,BR,W2280952378,2015,ES,W1165718293
A5034777599,Fernando Antônio Asevêdo Nóbrega,Foreign to Brazilian,2015,ES,W1165718293,2017,BR,W2783437392
A5034777599,Fernando Antônio Asevêdo Nóbrega,Brazilian to Foreign,2018,BR,W2890110435,2021,US,W3120363906
A5018914755,Diego V. Queiroz,Foreign to Brazilian,2017,ES,W2620925279,2017,"BR, ES",W2615737391
A5018914755,Diego V. Queiroz,Brazilian to Foreign,2017,"BR, ES",W2753641064,2017,ES,W2621186645
A5018914755,Diego V. Queiroz,Foreign to Brazilian,2018,ES,W3014047808,2018,BR,W2898450702
A5018914755,Diego V. Queiroz,Brazilian to Foreign,2019,"BR, ES",W2977961869,2021,ES,W3120460739
A5031764182,Edson Ramiro Lucas Filho,Brazilian to Foreign,2017,BR,W2614726934,2021,DE,W3127201473
A5040787574,Eduardo Santana Cordeiro,Foreign to Brazilian,2016,PT,W2547024479,2021,BR,W3165276354
A5033849333,Matheus Nerone,Brazilian to Foreign,2018,BR,W2908528000,2021,NL,W3174334717
A5112281104,Pedro Holanda,Brazilian to Foreign,2017,BR,W2605086178,2018,NL,W2908528000
A5050216439,Vahid Mohebbi,Brazilian to Foreign,2020,BR,W3005471546,2021,US,W4206517921
A5019867942,Eduardo Meneses,Brazilian to Foreign,2018,BR,W2982522676,2019,CA,W2982579834
A5056884284,Richard W. Pazzi,Foreign to Brazilian,2018,CA,W2901046138,2018,BR,W2898587744
A5056884284,Richard W. Pazzi,Brazilian to Foreign,2018,BR,W2898587744,2020,"CA, NG",W3117783844
A5053032671,Luís Ferreira Pires,Foreign to Brazilian,2017,NL,W2618029818,2017,"BR, NL",W2591466745
A5053032671,Luís Ferreira Pires,Brazilian to Foreign,2017,"BR, NL",W2591466745,2017,NL,W2594104076
A5053032671,Luís Ferreira Pires,Foreign to Brazilian,2019,NL,W2988093192,2019,"BR, NL",W2997771289
A5053032671,Luís Ferreira Pires,Brazilian to Foreign,2019,"BR, NL",W2997771289,2021,NL,W3172707813
A5083184943,Thays A. Oliveira,Foreign to Brazilian,2016,ES,W2522962692,2017,BR,W2606552610
A5074121130,Chiara Del Gaudio,Brazilian to Foreign,2018,BR,W2906089260,2021,CA,W3186064345
A5053730507,Taísa Guidini Gonçalves,Brazilian to Foreign,2019,BR,W2993972757,2019,AU,W2979564968
A5053730507,Taísa Guidini Gonçalves,Foreign to Brazilian,2019,AU,W2979564968,2020,BR,W3126629390
A5100444511,Bruno Silva,Brazilian to Foreign,2018,BR,W2790789486,2021,US,W3204609602
A5014946755,Helard Becerra Martinez,Brazilian to Foreign,2019,BR,W2971151126,2020,IE,W3028471427
A5008608844,Andrew Hines,Brazilian to Foreign,2019,BR,W2971151126,2020,IE,W3028471427
A5082432941,Omar Durán,Brazilian to Foreign,2019,BR,W2946946244,2021,FR,W3167120821
A5109882539,Darío Ernesto Correal Torres,Foreign to Brazilian,2020,CO,W3023044131,2021,BR,W3163423879
A5065037141,Rafael Salema Marques,Brazilian to Foreign,2015,BR,W1508377212,2021,GB,W3084372349
A5083090794,Thomas B. Schön,Foreign to Brazilian,2021,SE,W3201531101,2021,BR,W3163065207
A5028705463,Rafael Silva Pereira,Brazilian to Foreign,2020,BR,W3043204332,2021,NL,W3193366425
A5028705463,Rafael Silva Pereira,Foreign to Brazilian,2021,NL,W3193366425,2021,BR,W4200133023
A5083685643,Yania Molina Souto,Brazilian to Foreign,2020,BR,W3043204332,2021,NL,W3193366425
A5047521604,Thiago do Nascimento Ferreira,Brazilian to Foreign,2020,BR,W3109144103,2020,US,W3093745867
A5047521604,Thiago do Nascimento Ferreira,Foreign to Brazilian,2020,US,W3093745867,2021,BR,W3157925442
A5047521604,Thiago do Nascimento Ferreira,Brazilian to Foreign,2021,BR,W3157925442,2021,US,W3204445820
A5028556356,Léo Françoso Dal Piccol Sotto,Brazilian to Foreign,2020,BR,W3040456051,2021,DE,W3194342044
A5024504318,Daniela F. Milon-Flores,Foreign to Brazilian,2019,PE,W2994227385,2021,BR,W4200478206
A5031677524,Jefferson Seide Molléri,Brazilian to Foreign,2015,"BR, SE",W2027864297,2021,NO,W3203670695
A5064395265,Brian Davis,Foreign to Brazilian,2018,IE,W2807566824,2021,"BR, IE",W4389009429
A5032486030,Martha Dais Ferreira,Brazilian to Foreign,2019,BR,W2966777502,2020,CA,W3111340852
A5082150504,Gabriel Dias Cantareira,Brazilian to Foreign,2020,BR,W3010691050,2021,GB,W3210385438
A5025299661,Victor A. S. V. Bittencourt,Brazilian to Foreign,2018,BR,W2782261561,2019,DE,W3008944533
A5010581754,Massimo Blasone,Brazilian to Foreign,2016,BR,W2344766507,2018,IT,W3104631351
A5053780707,Samuel G. Fadel,Brazilian to Foreign,2015,BR,W2172505280,2017,BE,W2773407920
A5053780707,Samuel G. Fadel,Foreign to Brazilian,2017,BE,W2773407920,2017,BR,W2605426275
A5020681296,Maurício T. Tavares,Brazilian to Foreign,2016,BR,W2381483192,2021,US,W3186977909
A5048873485,Marten van Sinderen,Foreign to Brazilian,2017,NL,W2594104076,2019,"BR, NL",W2997771289
A5048873485,Marten van Sinderen,Brazilian to Foreign,2019,"BR, NL",W2997771289,2021,NL,W3198768555
A5063272420,Tulio Amaya De Armas,Brazilian to Foreign,2021,BR,W3158192191,2021,CL,W3199084554
A5076741848,Danilo Barbosa Coimbra,Foreign to Brazilian,2015,NL,W2322815201,2015,BR,W2172505280
A5017931206,Leonardo Pavanatto,Brazilian to Foreign,2018,BR,W2914088271,2019,US,W2980949111
A5017931206,Leonardo Pavanatto,Foreign to Brazilian,2019,US,W2980949111,2021,BR,W3130718409
A5030689059,Eriks Klotins,Foreign to Brazilian,2019,SE,W2915378823,2021,"BR, ES, FI, SE",W3128873087
A5091409516,Michael Unterkalmsteiner,Foreign to Brazilian,2019,SE,W2915378823,2021,"BR, ES, FI, SE",W3128873087
A5013662283,Panagiota Chatzipetrou,Foreign to Brazilian,2019,SE,W2915378823,2021,"BR, ES, FI, SE",W3128873087
A5047199297,Tony Gorschek,Foreign to Brazilian,2019,SE,W2915378823,2021,"BR, ES, FI, SE",W3128873087
A5077857227,Nirnaya Tripathi,Foreign to Brazilian,2019,FI,W2915378823,2021,"BR, ES, FI, SE",W3128873087
A5027613326,Marc Alier,Foreign to Brazilian,2021,ES,W3212018835,2021,"BR, ES",W3209440047
A5031951061,Paulo Rauber,Brazilian to Foreign,2016,"BR, NL",W2512304460,2016,NL,W2567581948
A5031951061,Paulo Rauber,Foreign to Brazilian,2016,NL,W2567581948,2017,"BR, NL",W2732036031
A5031951061,Paulo Rauber,Brazilian to Foreign,2017,"BR, NL",W2732947513,2021,GB,W3158799570
A5023803863,David Saldaña,Brazilian to Foreign,2017,"BR, FR",W2736863856,2017,US,W2735167339
A5048255926,Ana Lígia Scott,Foreign to Brazilian,2018,US,W2793245154,2021,BR,W4200170636
A5097572312,Felipe Forero R.,Foreign to Brazilian,2018,CO,W2904798975,2021,"BR, CO",W3216644421
A5025195448,Jason A. C. Gallas,Brazilian to Foreign,2017,BR,W2773588894,2018,"DE, US",W2808066837
A5025195448,Jason A. C. Gallas,Foreign to Brazilian,2018,"DE, US",W2808066837,2021,"BR, US",W3176889683
A5091199962,Juliana Vilela,Brazilian to Foreign,2016,BR,W2430332395,2021,US,W3124518706
A5011626850,Pedro L. Ballester,Brazilian to Foreign,2018,BR,W2896452596,2021,CA,W3136948906
A5025643866,Liz S. Bernedo-Flores,Brazilian to Foreign,2019,BR,W3009341784,2021,PE,W3163781736
A5100634614,Bruno C. da Silva,Brazilian to Foreign,2018,BR,W2897200624,2018,US,W2884416782
A5100634614,Bruno C. da Silva,Foreign to Brazilian,2018,US,W2884416782,2018,BR,W2789972439
A5100634614,Bruno C. da Silva,Brazilian to Foreign,2019,BR,W2978631743,2019,US,W2946834778
A5064637719,Matheus Palhares Viana,Brazilian to Foreign,2018,BR,W2792970460,2018,US,W2890808011
A5064637719,Matheus Palhares Viana,Foreign to Brazilian,2018,US,W2890808011,2019,BR,W2884988214
A5028824039,Walter Lau Neto,Brazilian to Foreign,2018,BR,W2901889659,2021,US,W3183732142
A5009894305,Chigueru Tíba,Brazilian to Foreign,2016,BR,W4389126176,2016,US,W2626035955
A5009894305,Chigueru Tíba,Foreign to Brazilian,2016,US,W2626035955,2016,BR,W2280145075
A5059124651,Rahul Saha,Foreign to Brazilian,2021,IN,W3182295287,2021,"AU, BR, GB, IN, KR",W3204575342
A5075848381,Gulshan Kumar,Foreign to Brazilian,2021,IN,W3182295287,2021,"AU, BR, GB, IN, KR",W3204575342
A5007596905,Tai-hoon Kim,Foreign to Brazilian,2021,CN,W3182295287,2021,"AU, BR, GB, IN, KR",W3204575342
A5025062647,Gustavo Soares,Brazilian to Foreign,2015,BR,W2293861365,2017,"GB, US",W2963663592
A5025062647,Gustavo Soares,Foreign to Brazilian,2017,"GB, US",W2963663592,2017,BR,W2606260126
A5025062647,Gustavo Soares,Brazilian to Foreign,2017,"BR, US",W2605403059,2019,GB,W3011433187
A5065745124,Renan de Pádua,Foreign to Brazilian,2018,ES,W2902581563,2018,BR,W2896961591
A5043176507,Otávio A. B. Penatti,Foreign to Brazilian,2015,US,W2397764157,2015,BR,W1912954554
A5043883129,Bruno Brandoli Machado,Brazilian to Foreign,2018,BR,W2907401987,2020,CA,W3136415407
A5026645483,Pedro Elkind Velmovitsky,Brazilian to Foreign,2017,BR,W2744021792,2019,CA,W2991750569
A5021530302,João Augusto Coblinski,Brazilian to Foreign,2021,BR,W3148783051,2021,CZ,W3142750162
A5033802026,Kemilly Dearo Garcia,Foreign to Brazilian,2019,NL,W3003800824,2021,"BR, NL",W3122290193
A5007667456,João M. P. Cardoso,Foreign to Brazilian,2016,PT,W2330621167,2018,BR,W2885710022
A5007667456,João M. P. Cardoso,Brazilian to Foreign,2018,BR,W2885710022,2021,PT,W3122290193
A5074567745,Pablo Fonseca,Brazilian to Foreign,2016,BR,W2495944923,2021,PE,W3164686837
A5089062573,Melchor Sánchez Mendiola,Brazilian to Foreign,2020,"AR, BR",W3081175376,2021,MX,W3210933450
A5079288310,Alexandre Lima,Brazilian to Foreign,2017,BR,W4240807677,2020,PT,W3009973698
A5087897903,Églen Protas,Brazilian to Foreign,2017,BR,W2783176370,2018,US,W2903936266
A5087897903,Églen Protas,Foreign to Brazilian,2018,US,W2903936266,2018,BR,W2904055553
A5072470443,F. Libano,Brazilian to Foreign,2017,BR,W2777761221,2021,US,W3120425629
A5091885018,Benjamim Bley de Brito Neves,Brazilian to Foreign,2018,BR,W2784540653,2019,ES,W2953223043
A5091885018,Benjamim Bley de Brito Neves,Foreign to Brazilian,2019,ES,W2953223043,2021,BR,W3164331956
A5020973050,Rodrigo Laigner,Brazilian to Foreign,2019,BR,W2973609560,2020,DK,W3093531719
A5068020099,William J. Buchanan,Foreign to Brazilian,2020,GB,W3019989510,2021,"AU, BR, GB, IN, KR",W3204575342
A5015587020,Julián Luengo,Foreign to Brazilian,2015,ES,W1808888563,2017,"BR, ES",W2789526227
A5015587020,Julián Luengo,Brazilian to Foreign,2017,"BR, ES",W2789526227,2018,ES,W2884880418
A5076669417,Lefteris Mamatas,Brazilian to Foreign,2018,BR,W2889698016,2018,GR,W2890670192
A5089138092,Fábio Ferrentini Sampaio,Brazilian to Foreign,2019,BR,W2980045751,2020,US,W3137743025
A5083054638,Mehran Azimbagirad,Brazilian to Foreign,2019,BR,W2988437199,2021,FR,W3187548880
A5003118907,Renan Xavier Cortes,Brazilian to Foreign,2017,BR,W2581701908,2021,CN,W3128438496
A5028844449,Marcelo Cavalcanti Rodrigues,Foreign to Brazilian,2018,PT,W2810152276,2021,BR,W3206570959
A5068417005,Rodrigo C. O. Rocha,Brazilian to Foreign,2016,BR,W2283602323,2017,GB,W2755551539
A5068417005,Rodrigo C. O. Rocha,Foreign to Brazilian,2017,GB,W2623202494,2017,BR,W3162311323
A5068417005,Rodrigo C. O. Rocha,Brazilian to Foreign,2017,BR,W2583500347,2017,GB,W3162826978
A5051865076,Tales P. Nogueira,Brazilian to Foreign,2017,BR,W2992519279,2017,FR,W2762724025
A5051865076,Tales P. Nogueira,Foreign to Brazilian,2017,FR,W2762724025,2018,BR,W2808744993
A5003277024,Bruno Rodrigues,Brazilian to Foreign,2015,BR,W1521896467,2019,CH,W2941453955
A5079623912,Gabriela Sampaio,Brazilian to Foreign,2019,BR,W2941642155,2020,GB,W3095387388
A5067467896,Christian Kästner,Foreign to Brazilian,2020,US,W3102394054,2020,BR,W3089330114
A5067467896,Christian Kästner,Brazilian to Foreign,2020,BR,W3089330114,2020,US,W3153854341
A5077023128,Rogério Luís de C. Costa,Brazilian to Foreign,2018,BR,W2889453831,2021,PT,W3123497510
A5034760736,Danielo G. Gomes,Foreign to Brazilian,2015,ES,W3197056139,2015,BR,W1515093026
A5034760736,Danielo G. Gomes,Brazilian to Foreign,2015,BR,W2519329917,2016,ES,W3006950242
A5034760736,Danielo G. Gomes,Foreign to Brazilian,2016,ES,W3006950242,2016,BR,W2310941399
A5006060788,Carlos Diego Nascimento Damasceno,Brazilian to Foreign,2018,BR,W2784073118,2019,GB,W2967900424
A5006060788,Carlos Diego Nascimento Damasceno,Foreign to Brazilian,2019,GB,W2967900424,2021,BR,W3120639871
A5023179758,Eduardo Morgado Belo,Foreign to Brazilian,2021,PT,W3189485809,2021,BR,W3120825348
A5053153094,Sadek Crisóstomo Absi Alfaro,Foreign to Brazilian,2015,ID,W2332141665,2016,BR,W2552162242
A5051857126,Gabriel Jonas Aguiar,Brazilian to Foreign,2019,BR,W2946864864,2021,US,W3211549280
A5060074931,Amin Bassrei,Foreign to Brazilian,2015,FR,W2318570521,2021,BR,W3212720616
A5057791441,Felipe Becker Nunes,Brazilian to Foreign,2020,BR,W3115063211,2021,DE,W3168961239
A5032935196,David Gilbert,Brazilian to Foreign,2015,BR,W2253605250,2018,CA,W2913899044
A5102864756,Gustavo Santos,Foreign to Brazilian,2016,FR,W2565502930,2020,BR,W3134315599
A5074561441,Fernanda Passini Moreno,Brazilian to Foreign,2018,BR,W2900272906,2021,ID,W3216446850
A5047515722,Rosane Pérez Baldasso,Brazilian to Foreign,2019,BR,W2980077871,2021,PT,W3217662965
A5035872502,Alessandro Corrêa Victorino,Foreign to Brazilian,2016,FR,W2312791952,2017,BR,W2772033393
A5035872502,Alessandro Corrêa Victorino,Brazilian to Foreign,2018,BR,W2884509654,2021,FR,W3119895557
A5016669256,Andrea Bondavalli,Foreign to Brazilian,2019,IT,W2942578132,2021,"BR, IT",W3121032360
A5062497240,Andréia Santos de Carvalho Pinheiro,Brazilian to Foreign,2017,BR,W2767733586,2021,AO,W3173412899
A5016602401,Moacyr Machado Cardoso,Foreign to Brazilian,2019,ME,W4390125147,2021,"BR, ME",W3126636958
A5062982817,Francieli Zanon Boito,Brazilian to Foreign,2018,BR,W2889429815,2019,"FR, US",W2973001798
A5036851432,Kishor S. Trivedi,Brazilian to Foreign,2015,BR,W1562941373,2017,US,W2770697559
A5042325206,Sebastián Alberto Grillo,Brazilian to Foreign,2019,BR,W3105297487,2021,PY,W3207261240
A5015249113,Franciney O. Lima,Brazilian to Foreign,2020,BR,W4213282585,2021,KH,W4205655309
A5088043418,Rodrigo Santos,Brazilian to Foreign,2018,BR,W2899916734,2018,AR,W2804439326
A5088043418,Rodrigo Santos,Foreign to Brazilian,2018,AR,W2804439326,2019,BR,W2999460037
A5056023290,Solange Puntel Mostafa,Brazilian to Foreign,2018,"BR, ES",W2940622601,2018,"DE, US",W2966106582
A5056023290,Solange Puntel Mostafa,Foreign to Brazilian,2018,"DE, US",W2966106582,2019,BR,W4396943204
A5029634834,Gustavo Batista,Brazilian to Foreign,2019,BR,W2966214395,2020,AU,W3126575153
A5039218848,Laís Duarte de Moraes,Brazilian to Foreign,2020,BR,W3090872564,2021,PT,W4285822795
A5083407610,Francisco Welligton de Sousa Barbosa,Brazilian to Foreign,2020,BR,W3090872564,2021,PT,W4285822795
A5013348650,Tiago A. Coimbra,Brazilian to Foreign,2018,BR,W3133984570,2019,NO,W2913963331
A5013348650,Tiago A. Coimbra,Foreign to Brazilian,2019,NO,W2913963331,2019,BR,W2968913182
A5004949717,Celso Dal Ré Carneiro,Brazilian to Foreign,2015,BR,W2108100350,2017,NL,W2767619785
A5004949717,Celso Dal Ré Carneiro,Foreign to Brazilian,2017,NL,W2767619785,2021,BR,W3140339488
A5026684568,Markos Viggiato,Brazilian to Foreign,2018,BR,W2898708716,2019,CA,W2964477267
A5072233007,Antonio Ferramosca,Brazilian to Foreign,2019,"AR, BR",W2998340619,2019,AR,W3004786756
A5073260558,Karina Villela,Foreign to Brazilian,2017,DE,W2618525669,2019,"BR, DE",W2915868865
A5073260558,Karina Villela,Brazilian to Foreign,2019,"BR, DE",W2915868865,2021,DE,W3215589995
A5055670141,Herleson Paiva Pontes,Foreign to Brazilian,2015,NO,W3036124317,2018,BR,W2904207690
A5087557864,Edielson P. Frigieri,Brazilian to Foreign,2016,BR,W2508350645,2021,NL,W3118505405
A5022847644,Daniel Mendes,Foreign to Brazilian,2017,PT,W2604342324,2021,"BR, PT",W3160146960
A5090232242,Weldon A. Lodwick,Foreign to Brazilian,2018,US,W2884642533,2019,"BR, US",W2967133425
A5090232242,Weldon A. Lodwick,Brazilian to Foreign,2019,"BR, US",W2967133425,2021,US,W3126084804
A5050234019,Clara Caldeira,Brazilian to Foreign,2020,BR,W3115937214,2021,US,W3217418899
A5014705112,Michael Collin Vargas,Foreign to Brazilian,2019,PT,W2944721350,2021,BR,W4200112531
A5021522319,Fábio Luiz Paranhos Costa,Foreign to Brazilian,2019,CO,W3213611373,2021,BR,W3160189085
A5079924846,Rodrigo Cataldo,Brazilian to Foreign,2020,"BR, FR",W3106635689,2020,FR,W3013759030
A5009078247,Camille Poignard,Brazilian to Foreign,2018,BR,W2795471767,2019,GB,W2963040488
A5009078247,Camille Poignard,Foreign to Brazilian,2019,GB,W2963040488,2021,"BR, FR, GB",W3216084388
A5035113289,Magali Rezende de Carvalho,Foreign to Brazilian,2020,US,W3119412090,2020,BR,W3087664928
A5013525080,Fábio Fabris,Foreign to Brazilian,2018,GB,W2905041909,2020,BR,W3083582095
A5080898731,Fernanda María Melo Alves,Foreign to Brazilian,2018,ES,W3133871407,2020,BR,W3033380515
A5078449608,Glaucirene Siebra Moura Ferreira,Brazilian to Foreign,2020,BR,W3120844421,2020,IT,W3085189113
A5002381131,Maria do Carmo Soares de Freitas,Foreign to Brazilian,2015,IT,W2257470347,2015,BR,W2253455810
A5045926629,Paulo Gilvane Lopes Pena,Brazilian to Foreign,2015,BR,W2253455810,2020,FR,W3040095570
A5011674035,Thaísa Leal da Silva,Foreign to Brazilian,2015,PT,W2150979502,2016,BR,W2522130136
A5011674035,Thaísa Leal da Silva,Brazilian to Foreign,2020,BR,W3046414180,2020,PT,W3113443984
A5076969276,Rafael Silveira Xavier,Foreign to Brazilian,2017,BE,W2759840727,2018,BR,W2899791162
A5076969276,Rafael Silveira Xavier,Brazilian to Foreign,2018,BR,W2899791162,2019,BE,W2956069289
A5040888425,Clarimar José Coelho,Brazilian to Foreign,2017,BR,W2775335914,2020,US,W3096305935
A5040888425,Clarimar José Coelho,Foreign to Brazilian,2020,US,W3096305935,2020,BR,W3082640915
A5010735625,Thais Helen do Nascimento Santos,Brazilian to Foreign,2018,BR,W2795358803,2018,PT,W2889835578
A5010735625,Thais Helen do Nascimento Santos,Foreign to Brazilian,2018,PT,W2889835578,2020,BR,W3114165478
A5054637479,Érika Giovana Carvalho da Silva,Foreign to Brazilian,2020,IE,W3107488133,2020,BR,W3080520909
A5060365694,Orivaldo de Lira Tavares,Brazilian to Foreign,2016,BR,W2553297616,2016,US,W2914249862
A5060365694,Orivaldo de Lira Tavares,Foreign to Brazilian,2016,US,W2914249862,2017,BR,W2767472874
A5056437049,Fabiano Armellini,Foreign to Brazilian,2020,CA,W3100305158,2020,"BR, CA",W3112871687
A5083598785,L.Y. Dávalos Castilla,Foreign to Brazilian,2020,MX,W3180071402,2020,"BR, MX, US",W3137010431
A5033307303,Michele dos Santos Gomes da Rosa,Brazilian to Foreign,2017,BR,W2606587031,2020,PT,W3089783256
A5055785688,Bruno Oliveira Cattelan,Brazilian to Foreign,2017,"BR, DE",W2767657939,2020,DE,W3089151421
A5022893996,Frederico Ramos Oliveira,Brazilian to Foreign,2017,BR,W2782513685,2018,"GB, US",W2946407140
A5022893996,Frederico Ramos Oliveira,Foreign to Brazilian,2018,"GB, US",W2946407140,2020,BR,W3087894705
A5040823899,Denise Consuelo Moser Aguiar,Brazilian to Foreign,2018,BR,W2796356559,2020,CR,W3082120537
A5040823899,Denise Consuelo Moser Aguiar,Foreign to Brazilian,2020,CR,W3082120537,2020,BR,W3096613753
A5110059964,Ricardo Nakamura,Brazilian to Foreign,2018,BR,W2969611163,2019,MZ,W2988577274
A5110059964,Ricardo Nakamura,Foreign to Brazilian,2019,MZ,W2988577274,2019,BR,W2966255881
A5027906200,Andréa Tayse de Lima Gomes,Foreign to Brazilian,2017,MX,W2754147936,2020,BR,W3012454389
A5032194210,Plínio Silveira,Foreign to Brazilian,2019,US,W2991478576,2020,BR,W3109815239
A5032194210,Plínio Silveira,Brazilian to Foreign,2020,BR,W3109815239,2020,US,W3134521254
A5100751931,Luís Almeida,Foreign to Brazilian,2015,PT,W2543229140,2015,BR,W2411620083
A5100751931,Luís Almeida,Brazilian to Foreign,2015,BR,W2411620083,2016,PT,W2564439117
A5063930006,Guilherme da Cunha Rodrigues,Brazilian to Foreign,2016,BR,W2508107934,2017,AU,W2771019015
A5063930006,Guilherme da Cunha Rodrigues,Foreign to Brazilian,2017,AU,W2771019015,2017,BR,W2605788902
A5066513609,Katia Vega,Brazilian to Foreign,2015,BR,W2125444087,2020,US,W3113569219
A5076544688,Alexandre Medeiros Correia de Sousa,Brazilian to Foreign,2019,BR,W2917765804,2020,PT,W3119482325
A5112514152,Alessa Anjos de Oliveira,Brazilian to Foreign,2020,"BR, PT",W4394714584,2020,PT,W3012032674
A5101599923,Thiago Monteiro Alves,Brazilian to Foreign,2019,BR,W3150553978,2020,"CN, US",W3210139188
A5049672159,J.C.R. Mittani,Foreign to Brazilian,2020,BE,W3111239686,2020,BR,W3033736094
A5000472856,Sudipta Dasgupta,Brazilian to Foreign,2019,BR,W3196520940,2020,IN,W3193882707
A5052064821,Thaís Marques Lima,Brazilian to Foreign,2017,BR,W2946007499,2020,NL,W3157490716
A5071702962,Adriano Koshiyama,Brazilian to Foreign,2016,BR,W2553757956,2017,GB,W2765331456
A5055009057,Hugo Vieira Neto,Brazilian to Foreign,2016,BR,W2555581001,2016,US,W2574947038
A5055009057,Hugo Vieira Neto,Foreign to Brazilian,2016,US,W2574947038,2017,BR,W2752132111
A5052986333,Charles Steinmetz,Brazilian to Foreign,2018,BR,W2886274257,2020,DE,W3113132030
A5005900901,Nizam Omar,Foreign to Brazilian,2016,UY,W2267617274,2017,BR,W2780872246
A5005900901,Nizam Omar,Brazilian to Foreign,2019,BR,W2966354133,2019,NZ,W4253876858
A5005900901,Nizam Omar,Foreign to Brazilian,2019,NZ,W4253876858,2019,BR,W2968991946
A5043232020,Gabriel Ganzer,Brazilian to Foreign,2019,BR,W2922489396,2020,IT,W3021662007
A5052864600,Wyverson Bonasoli de Oliveira,Brazilian to Foreign,2017,BR,W2939608321,2020,US,W2948595979
A5052864600,Wyverson Bonasoli de Oliveira,Foreign to Brazilian,2020,US,W2948595979,2020,BR,W3105333265
A5041427628,Tiago Trevisan Jost,Brazilian to Foreign,2017,BR,W2613167362,2020,FR,W2771953573
A5031902331,Michel Júnior Miorelli,Brazilian to Foreign,2020,BR,W3097287837,2020,US,W3118816635
A5071938229,Nishad Kothari,Brazilian to Foreign,2020,BR,W2923677168,2020,CA,W3002049452
A5071938229,Nishad Kothari,Foreign to Brazilian,2020,AT,W3048892587,2020,BR,W3022029076
A5030263258,Daniel Eduardo Sánchez,Foreign to Brazilian,2018,CL,W2887767386,2020,"BR, CL",W3008865445
A5055284061,Renata Gonçalves Curty,Brazilian to Foreign,2018,BR,W2912863191,2020,US,W3094618188
A5060191318,Raylane da Silva Machado,Brazilian to Foreign,2016,BR,W2618926770,2020,KR,W3136682308
A5013483395,Diego Moussallem,Brazilian to Foreign,2015,BR,W2270505386,2016,DE,W2529756066
A5009037958,Joaquim Santos,Brazilian to Foreign,2020,BR,W3032501247,2020,PT,W3082265874
A5031573145,Cleber de Souza Alcântara,Brazilian to Foreign,2018,BR,W2891636837,2020,US,W3031668090
A5042379351,Vinicius Woloszyn,Brazilian to Foreign,2018,BR,W2800845013,2020,DE,W3030172870
A5075001284,Sebastian Möller,Foreign to Brazilian,2018,DE,W2902517771,2019,BR,W2953765957
A5075001284,Sebastian Möller,Brazilian to Foreign,2019,BR,W2953765957,2020,DE,W3030172870
A5008798208,Leonardo Cotta,Brazilian to Foreign,2016,BR,W2498860175,2020,US,W3105078559
